Start,End,Duration,Type,Notes
4646,4649,3,1,
4719,4722,3,1,
4766,4768,2,1,
4802,4805,3,1,
4846,4849,3,1,
4904,4907,3,1,
4924,4928,4,2,
4949,4953,4,2,
4967,4972,5,2,
4988,4992,4,2,
5007,5011,4,2,
5027,5032,5,2,
5042,5047,5,2,
5060,5064,4,2,
5071,5077,6,3,
5097,5101,4,2,
5114,5119,5,2,
5131,5135,4,2,
5145,5150,5,2,
5161,5165,4,2,
5178,5181,3,2,
5193,5197,4,2,
5209,5212,3,2,
5226,5229,3,2,
5241,5245,4,2,
5256,5260,4,2,
5270,5274,4,2,
5280,5287,7,3,
5303,5308,5,2,3 calls
5327,5330,3,2,
5342,5347,5,2,3 calls
5363,5368,5,2,3 calls
5381,5386,5,2,3 calls
5397,5401,4,2,
5411,5415,4,2,
5426,5430,4,2,
5441,5445,4,2,
5450,5457,7,3,
5488,5492,4,2,
11609,11611,2,1,
11635,11638,3,1,
11661,11664,3,1,
11690,11693,3,1,
11713,11715,2,1,
11734,11736,2,1,
11751,11755,4,2,
11778,11783,5,2,
11796,11801,5,2,
11812,11816,4,2,
11830,11834,4,2,
11865,11870,5,2,
11886,11890,4,2,
11904,11909,5,2,
11916,11923,7,3,
11938,11942,4,2,
11954,11958,4,2,
11977,11981,4,2,
11991,11995,4,2,
12007,12011,4,2,
12018,12024,6,3,
12040,12044,4,2,
12059,12063,4,2,
12074,12079,5,2,3 calls
12090,12094,4,2,
12104,12108,4,2,
12119,12123,4,2,
12133,12137,4,2,
12144,12151,7,3,
12169,12175,6,2,3 calls
12216,12220,4,2,
14243,14251,8,3,
14274,14276,2,1,
14335,14338,3,1,
14349,14351,2,1,
14370,14373,3,2,
14387,14392,5,2,
14406,14410,4,2,
14425,14429,4,2,
14436,14443,7,3,
14464,14469,5,2,
14483,14488,5,2,
14504,14509,5,2,
14523,14527,4,2,
14542,14546,4,2,
14564,14569,5,2,
14581,14585,4,2,
14595,14600,5,2,
14624,14628,4,2,
14642,14647,5,2,
14660,14664,4,2,
14682,14687,5,2,
14706,14710,4,2,
14727,14731,4,2,
14754,14758,4,2,
14782,14786,4,2,
14833,14837,4,2,
